playerOne,gamesWon,gamesLost,gamesPlayed,winRatio,lane,playerTwo
Elise,2,5,7,28.5714285714286,MIDDLE,Akali
Evelynn,1,4,5,20,MIDDLE,Akali
Ezreal,176,217,393,44.7837150127226,MIDDLE,Akali
Fiddlesticks,7,9,16,43.75,MIDDLE,Akali
Fiora,25,17,42,59.5238095238095,MIDDLE,Akali
Fizz,629,665,1294,48.6089644513138,MIDDLE,Akali
Galio,274,217,491,55.8044806517312,MIDDLE,Akali
Gangplank,589,621,1210,48.6776859504132,MIDDLE,Akali
Garen,90,74,164,54.8780487804878,MIDDLE,Akali
Gnar,8,9,17,47.0588235294118,MIDDLE,Akali
Gragas,145,118,263,55.1330798479088,MIDDLE,Akali
Graves,62,44,106,58.4905660377358,MIDDLE,Akali
Gwen,15,30,45,33.3333333333333,MIDDLE,Akali
