playerOne,gamesWon,gamesLost,gamesPlayed,winRatio,lane,playerTwo
Syndra,12,13,25,48,BOTTOM,Aphelios
TahmKench,24,16,40,60,BOTTOM,Aphelios
Taliyah,11,6,17,64.7058823529412,BOTTOM,Aphelios
Talon,1,0,1,100,BOTTOM,Aphelios
Taric,2,3,5,40,BOTTOM,Aphelios
Teemo,22,17,39,56.4102564102564,BOTTOM,Aphelios
Thresh,4,11,15,26.6666666666667,BOTTOM,Aphelios
Tristana,581,506,1087,53.4498620055198,BOTTOM,Aphelios
Trundle,2,2,4,50,BOTTOM,Aphelios
Tryndamere,4,1,5,80,BOTTOM,Aphelios
TwistedFate,12,15,27,44.4444444444444,BOTTOM,Aphelios
Twitch,780,578,1358,57.4374079528719,BOTTOM,Aphelios
Udyr,3,1,4,75,BOTTOM,Aphelios
Urgot,3,1,4,75,BOTTOM,Aphelios
Varus,245,224,469,52.2388059701493,BOTTOM,Aphelios
Vayne,919,778,1697,54.1543901001768,BOTTOM,Aphelios
Veigar,125,87,212,58.9622641509434,BOTTOM,Aphelios
Velkoz,4,7,11,36.3636363636364,BOTTOM,Aphelios
Vex,6,11,17,35.2941176470588,BOTTOM,Aphelios
Vi,1,0,1,100,BOTTOM,Aphelios
Viego,3,3,6,50,BOTTOM,Aphelios
Viktor,8,9,17,47.0588235294118,BOTTOM,Aphelios
Vladimir,11,3,14,78.5714285714286,BOTTOM,Aphelios
Volibear,3,1,4,75,BOTTOM,Aphelios
Warwick,1,3,4,25,BOTTOM,Aphelios
Xayah,423,385,808,52.3514851485149,BOTTOM,Aphelios
Xerath,9,9,18,50,BOTTOM,Aphelios
XinZhao,0,4,4,0,BOTTOM,Aphelios
Yasuo,208,193,401,51.8703241895262,BOTTOM,Aphelios
Yone,10,27,37,27.027027027027,BOTTOM,Aphelios
Yorick,0,2,2,0,BOTTOM,Aphelios
Yuumi,3,5,8,37.5,BOTTOM,Aphelios
Zac,2,1,3,66.6666666666667,BOTTOM,Aphelios
Zed,6,9,15,40,BOTTOM,Aphelios
Zeri,651,560,1211,53.757225433526,BOTTOM,Aphelios
Ziggs,77,69,146,52.7397260273973,BOTTOM,Aphelios
Zilean,1,4,5,20,BOTTOM,Aphelios
Zoe,2,5,7,28.5714285714286,BOTTOM,Aphelios
Zyra,8,3,11,72.7272727272727,BOTTOM,Aphelios
Alistar,2,1,3,66.6666666666667,UTILITY,Aphelios
Amumu,1,0,1,100,UTILITY,Aphelios
Ashe,1,1,2,50,UTILITY,Aphelios
Bard,1,0,1,100,UTILITY,Aphelios
Blitzcrank,1,1,2,50,UTILITY,Aphelios
Braum,0,1,1,0,UTILITY,Aphelios
Diana,1,0,1,100,UTILITY,Aphelios
Ezreal,0,1,1,0,UTILITY,Aphelios
Janna,1,0,1,100,UTILITY,Aphelios
Jinx,0,1,1,0,UTILITY,Aphelios
Karma,0,1,1,0,UTILITY,Aphelios
Lulu,2,1,3,66.6666666666667,UTILITY,Aphelios
Lux,6,1,7,85.7142857142857,UTILITY,Aphelios
Malphite,1,0,1,100,UTILITY,Aphelios
Morgana,3,0,3,100,UTILITY,Aphelios
Nami,1,0,1,100,UTILITY,Aphelios
Nautilus,1,1,2,50,UTILITY,Aphelios
Neeko,0,1,1,0,UTILITY,Aphelios
Pantheon,1,0,1,100,UTILITY,Aphelios
Pyke,2,0,2,100,UTILITY,Aphelios
Rakan,2,0,2,100,UTILITY,Aphelios
Rell,3,1,4,75,UTILITY,Aphelios
Renata,1,0,1,100,UTILITY,Aphelios
Senna,4,2,6,66.6666666666667,UTILITY,Aphelios
Seraphine,1,0,1,100,UTILITY,Aphelios
Sona,1,0,1,100,UTILITY,Aphelios
Soraka,1,1,2,50,UTILITY,Aphelios
Swain,1,1,2,50,UTILITY,Aphelios
Taric,0,1,1,0,UTILITY,Aphelios
Thresh,3,0,3,100,UTILITY,Aphelios
Veigar,0,1,1,0,UTILITY,Aphelios
Velkoz,1,0,1,100,UTILITY,Aphelios
Yuumi,2,2,4,50,UTILITY,Aphelios
Zyra,1,0,1,100,UTILITY,Aphelios
Aatrox,21,24,45,46.6666666666667,TOP,Ashe
Ahri,3,0,3,100,TOP,Ashe
Akali,7,5,12,58.3333333333333,TOP,Ashe
Akshan,11,6,17,64.7058823529412,TOP,Ashe
Alistar,1,0,1,100,TOP,Ashe
Amumu,1,0,1,100,TOP,Ashe
Annie,1,0,1,100,TOP,Ashe
Aphelios,1,0,1,100,TOP,Ashe
Azir,1,0,1,100,TOP,Ashe
Bard,1,0,1,100,TOP,Ashe
Belveth,0,2,2,0,TOP,Ashe
Brand,1,0,1,100,TOP,Ashe
Caitlyn,1,0,1,100,TOP,Ashe
Camille,9,6,15,60,TOP,Ashe
Cassiopeia,1,0,1,100,TOP,Ashe
Chogath,5,7,12,41.6666666666667,TOP,Ashe
Darius,25,25,50,50,TOP,Ashe
Draven,1,1,2,50,TOP,Ashe
DrMundo,13,5,18,72.2222222222222,TOP,Ashe
Ekko,1,1,2,50,TOP,Ashe
Evelynn,0,1,1,0,TOP,Ashe
Ezreal,0,2,2,0,TOP,Ashe
Fiora,19,19,38,50,TOP,Ashe
Fizz,2,0,2,100,TOP,Ashe
Galio,0,25,25,0,TOP,Ashe
Gangplank,45,26,71,63.3802816901408,TOP,Ashe
Garen,19,21,40,47.5,TOP,Ashe
Gnar,11,11,22,50,TOP,Ashe
Gragas,3,3,6,50,TOP,Ashe
Graves,6,6,12,50,TOP,Ashe
Gwen,7,8,15,46.6666666666667,TOP,Ashe
Heimerdinger,5,3,8,62.5,TOP,Ashe
Illaoi,9,7,16,56.25,TOP,Ashe
Irelia,22,11,33,66.6666666666667,TOP,Ashe
JarvanIV,0,1,1,0,TOP,Ashe
Jax,16,11,27,59.2592592592593,TOP,Ashe
Jayce,7,4,11,63.6363636363636,TOP,Ashe
Jhin,1,0,1,100,TOP,Ashe
Jinx,0,1,1,0,TOP,Ashe
Kaisa,0,2,2,0,TOP,Ashe
Karma,1,2,3,33.3333333333333,TOP,Ashe
Karthus,1,1,2,50,TOP,Ashe
Kayle,19,16,35,54.2857142857143,TOP,Ashe
Kayn,2,1,3,66.6666666666667,TOP,Ashe
Kennen,3,7,10,30,TOP,Ashe
Kled,8,3,11,72.7272727272727,TOP,Ashe
LeeSin,1,2,3,33.3333333333333,TOP,Ashe
Lillia,3,0,3,100,TOP,Ashe
Lissandra,0,1,1,0,TOP,Ashe
Lucian,1,1,2,50,TOP,Ashe
Lux,1,1,2,50,TOP,Ashe
Malphite,20,7,27,74.0740740740741,TOP,Ashe
Malzahar,1,2,3,33.3333333333333,TOP,Ashe
Maokai,1,1,2,50,TOP,Ashe
MasterYi,0,1,1,0,TOP,Ashe
MissFortune,1,1,2,50,TOP,Ashe
MonkeyKing,9,2,11,81.8181818181818,TOP,Ashe
Mordekaiser,29,12,41,70.7317073170732,TOP,Ashe
Nasus,26,40,66,39.3939393939394,TOP,Ashe
Neeko,0,1,1,0,TOP,Ashe
Nidalee,1,0,1,100,TOP,Ashe
Olaf,12,3,15,80,TOP,Ashe
Ornn,12,13,25,48,TOP,Ashe
Pantheon,3,7,10,30,TOP,Ashe
Poppy,0,3,3,0,TOP,Ashe
Pyke,1,1,2,50,TOP,Ashe
Qiyana,1,0,1,100,TOP,Ashe
Quinn,8,4,12,66.6666666666667,TOP,Ashe
Rakan,0,1,1,0,TOP,Ashe
RekSai,0,1,1,0,TOP,Ashe
Rell,1,0,1,100,TOP,Ashe
Renekton,11,9,20,55,TOP,Ashe
Rengar,1,6,7,14.2857142857143,TOP,Ashe
Riven,10,11,21,47.6190476190476,TOP,Ashe
Rumble,0,1,1,0,TOP,Ashe
Ryze,2,2,4,50,TOP,Ashe
Samira,1,2,3,33.3333333333333,TOP,Ashe
Sejuani,0,2,2,0,TOP,Ashe
Senna,0,1,1,0,TOP,Ashe
Sett,21,16,37,56.7567567567568,TOP,Ashe
Shen,18,15,33,54.5454545454545,TOP,Ashe
Shyvana,1,2,3,33.3333333333333,TOP,Ashe
Singed,5,6,11,45.4545454545455,TOP,Ashe
Sion,17,13,30,56.6666666666667,TOP,Ashe
Skarner,1,0,1,100,TOP,Ashe
Soraka,1,0,1,100,TOP,Ashe
Swain,4,2,6,66.6666666666667,TOP,Ashe
Sylas,1,1,2,50,TOP,Ashe
TahmKench,14,13,27,51.8518518518518,TOP,Ashe
Talon,1,1,2,50,TOP,Ashe
Taric,0,1,1,0,TOP,Ashe
Teemo,29,18,47,61.7021276595745,TOP,Ashe
Thresh,0,1,1,0,TOP,Ashe
Tristana,2,1,3,66.6666666666667,TOP,Ashe
Trundle,5,5,10,50,TOP,Ashe
Tryndamere,10,6,16,62.5,TOP,Ashe
Twitch,1,1,2,50,TOP,Ashe
Udyr,3,0,3,100,TOP,Ashe
Urgot,11,8,19,57.8947368421053,TOP,Ashe
Varus,0,1,1,0,TOP,Ashe
Vayne,11,7,18,61.1111111111111,TOP,Ashe
Veigar,2,1,3,66.6666666666667,TOP,Ashe
Vex,1,0,1,100,TOP,Ashe
Vi,1,0,1,100,TOP,Ashe
Viego,2,0,2,100,TOP,Ashe
Viktor,1,1,2,50,TOP,Ashe
Vladimir,1,3,4,25,TOP,Ashe
Volibear,9,16,25,36,TOP,Ashe
Warwick,4,3,7,57.1428571428571,TOP,Ashe
Xayah,1,0,1,100,TOP,Ashe
XinZhao,1,2,3,33.3333333333333,TOP,Ashe
Yasuo,16,16,32,50,TOP,Ashe
Yone,22,25,47,46.8085106382979,TOP,Ashe
Yorick,10,12,22,45.4545454545455,TOP,Ashe
Zac,1,0,1,100,TOP,Ashe
Zed,3,1,4,75,TOP,Ashe
Zeri,1,1,2,50,TOP,Ashe
Amumu,0,1,1,0,JUNGLE,Ashe
Belveth,2,1,3,66.6666666666667,JUNGLE,Ashe
Diana,0,2,2,0,JUNGLE,Ashe
Ekko,1,3,4,25,JUNGLE,Ashe
Elise,2,0,2,100,JUNGLE,Ashe
Evelynn,1,0,1,100,JUNGLE,Ashe
Fiddlesticks,1,1,2,50,JUNGLE,Ashe
Fizz,0,1,1,0,JUNGLE,Ashe
Galio,0,5,5,0,JUNGLE,Ashe
Garen,1,0,1,100,JUNGLE,Ashe
Graves,0,2,2,0,JUNGLE,Ashe
Ivern,2,0,2,100,JUNGLE,Ashe
JarvanIV,2,0,2,100,JUNGLE,Ashe
Jax,3,0,3,100,JUNGLE,Ashe
Kayn,4,1,5,80,JUNGLE,Ashe
Khazix,3,2,5,60,JUNGLE,Ashe
Kindred,2,0,2,100,JUNGLE,Ashe
LeeSin,2,2,4,50,JUNGLE,Ashe
Lillia,1,0,1,100,JUNGLE,Ashe
MasterYi,3,2,5,60,JUNGLE,Ashe
Mordekaiser,0,1,1,0,JUNGLE,Ashe
Morgana,2,0,2,100,JUNGLE,Ashe
Nasus,0,10,10,0,JUNGLE,Ashe
Nidalee,1,0,1,100,JUNGLE,Ashe
Nocturne,0,2,2,0,JUNGLE,Ashe
Nunu,1,0,1,100,JUNGLE,Ashe
Poppy,1,0,1,100,JUNGLE,Ashe
Qiyana,2,2,4,50,JUNGLE,Ashe
Rengar,1,1,2,50,JUNGLE,Ashe
Ryze,0,2,2,0,JUNGLE,Ashe
Sejuani,0,2,2,0,JUNGLE,Ashe
Shaco,2,1,3,66.6666666666667,JUNGLE,Ashe
Skarner,1,0,1,100,JUNGLE,Ashe
Taliyah,2,1,3,66.6666666666667,JUNGLE,Ashe
Talon,1,0,1,100,JUNGLE,Ashe
Teemo,1,0,1,100,JUNGLE,Ashe
Trundle,2,0,2,100,JUNGLE,Ashe
Udyr,1,0,1,100,JUNGLE,Ashe
Vayne,1,0,1,100,JUNGLE,Ashe
Vi,3,1,4,75,JUNGLE,Ashe
Viego,3,0,3,100,JUNGLE,Ashe
Volibear,1,1,2,50,JUNGLE,Ashe
Warwick,4,0,4,100,JUNGLE,Ashe
XinZhao,1,0,1,100,JUNGLE,Ashe
Yone,1,0,1,100,JUNGLE,Ashe
Zac,2,0,2,100,JUNGLE,Ashe
Zed,2,0,2,100,JUNGLE,Ashe
Aatrox,1,2,3,33.3333333333333,MIDDLE,Ashe
Ahri,30,18,48,62.5,MIDDLE,Ashe
Akali,23,26,49,46.9387755102041,MIDDLE,Ashe
Akshan,12,10,22,54.5454545454545,MIDDLE,Ashe
Amumu,0,1,1,0,MIDDLE,Ashe
Anivia,2,7,9,22.2222222222222,MIDDLE,Ashe
Annie,11,4,15,73.3333333333333,MIDDLE,Ashe
Aphelios,1,2,3,33.3333333333333,MIDDLE,Ashe
AurelionSol,2,1,3,66.6666666666667,MIDDLE,Ashe
Azir,1,7,8,12.5,MIDDLE,Ashe
Brand,0,1,1,0,MIDDLE,Ashe
Caitlyn,1,4,5,20,MIDDLE,Ashe
Cassiopeia,8,10,18,44.4444444444444,MIDDLE,Ashe
Chogath,1,2,3,33.3333333333333,MIDDLE,Ashe
Corki,8,8,16,50,MIDDLE,Ashe
Diana,4,1,5,80,MIDDLE,Ashe
Draven,1,2,3,33.3333333333333,MIDDLE,Ashe
Ekko,9,6,15,60,MIDDLE,Ashe
Ezreal,4,4,8,50,MIDDLE,Ashe
Fiora,1,2,3,33.3333333333333,MIDDLE,Ashe
Fizz,7,11,18,38.8888888888889,MIDDLE,Ashe
Galio,6,5,11,54.5454545454545,MIDDLE,Ashe
Gangplank,13,11,24,54.1666666666667,MIDDLE,Ashe
Garen,1,1,2,50,MIDDLE,Ashe
Gragas,6,2,8,75,MIDDLE,Ashe
Graves,1,2,3,33.3333333333333,MIDDLE,Ashe
Gwen,1,1,2,50,MIDDLE,Ashe
Heimerdinger,5,2,7,71.4285714285714,MIDDLE,Ashe
Irelia,13,9,22,59.0909090909091,MIDDLE,Ashe
JarvanIV,0,1,1,0,MIDDLE,Ashe
Jayce,1,1,2,50,MIDDLE,Ashe
Jhin,1,0,1,100,MIDDLE,Ashe
Jinx,0,2,2,0,MIDDLE,Ashe
Kaisa,6,2,8,75,MIDDLE,Ashe
Karma,1,0,1,100,MIDDLE,Ashe
Karthus,1,1,2,50,MIDDLE,Ashe
Kassadin,13,12,25,52,MIDDLE,Ashe
Katarina,41,29,70,58.5714285714286,MIDDLE,Ashe
Kayle,4,3,7,57.1428571428571,MIDDLE,Ashe
Kayn,0,1,1,0,MIDDLE,Ashe
Khazix,0,1,1,0,MIDDLE,Ashe
KogMaw,0,1,1,0,MIDDLE,Ashe
Leblanc,14,10,24,58.3333333333333,MIDDLE,Ashe
LeeSin,0,1,1,0,MIDDLE,Ashe
Lillia,2,0,2,100,MIDDLE,Ashe
Lissandra,4,7,11,36.3636363636364,MIDDLE,Ashe
Lucian,3,1,4,75,MIDDLE,Ashe
Lux,27,17,44,61.3636363636364,MIDDLE,Ashe
Malphite,2,2,4,50,MIDDLE,Ashe
Malzahar,17,14,31,54.8387096774194,MIDDLE,Ashe
MasterYi,1,1,2,50,MIDDLE,Ashe
MissFortune,1,0,1,100,MIDDLE,Ashe
MonkeyKing,1,0,1,100,MIDDLE,Ashe
Morgana,2,1,3,66.6666666666667,MIDDLE,Ashe
Nasus,1,1,2,50,MIDDLE,Ashe
Nautilus,0,1,1,0,MIDDLE,Ashe
Neeko,3,4,7,42.8571428571429,MIDDLE,Ashe
Nocturne,0,1,1,0,MIDDLE,Ashe
Nunu,1,0,1,100,MIDDLE,Ashe
Olaf,0,1,1,0,MIDDLE,Ashe
Orianna,7,9,16,43.75,MIDDLE,Ashe
Ornn,1,1,2,50,MIDDLE,Ashe
Pantheon,2,4,6,33.3333333333333,MIDDLE,Ashe
Pyke,4,2,6,66.6666666666667,MIDDLE,Ashe
Qiyana,14,16,30,46.6666666666667,MIDDLE,Ashe
Renata,1,0,1,100,MIDDLE,Ashe
Renekton,1,0,1,100,MIDDLE,Ashe
Riven,4,0,4,100,MIDDLE,Ashe
Rumble,2,0,2,100,MIDDLE,Ashe
Ryze,2,13,15,13.3333333333333,MIDDLE,Ashe
Samira,0,1,1,0,MIDDLE,Ashe
Seraphine,2,3,5,40,MIDDLE,Ashe
Shen,1,0,1,100,MIDDLE,Ashe
Shyvana,1,0,1,100,MIDDLE,Ashe
Singed,1,1,2,50,MIDDLE,Ashe
Sivir,1,0,1,100,MIDDLE,Ashe
Sona,0,1,1,0,MIDDLE,Ashe
Swain,5,4,9,55.5555555555556,MIDDLE,Ashe
Sylas,28,19,47,59.5744680851064,MIDDLE,Ashe
Syndra,7,10,17,41.1764705882353,MIDDLE,Ashe
Taliyah,6,9,15,40,MIDDLE,Ashe
Talon,8,7,15,53.3333333333333,MIDDLE,Ashe
Teemo,5,3,8,62.5,MIDDLE,Ashe
Tristana,0,1,1,0,MIDDLE,Ashe
Tryndamere,1,0,1,100,MIDDLE,Ashe
TwistedFate,4,7,11,36.3636363636364,MIDDLE,Ashe
Twitch,5,0,5,100,MIDDLE,Ashe
Udyr,0,2,2,0,MIDDLE,Ashe
Urgot,1,0,1,100,MIDDLE,Ashe
Varus,0,2,2,0,MIDDLE,Ashe
Veigar,20,17,37,54.0540540540541,MIDDLE,Ashe
Velkoz,4,4,8,50,MIDDLE,Ashe
Vex,18,15,33,54.5454545454545,MIDDLE,Ashe
Viego,2,0,2,100,MIDDLE,Ashe
Viktor,14,17,31,45.1612903225806,MIDDLE,Ashe
Vladimir,14,24,38,36.8421052631579,MIDDLE,Ashe
Volibear,0,1,1,0,MIDDLE,Ashe
Xerath,3,3,6,50,MIDDLE,Ashe
XinZhao,1,0,1,100,MIDDLE,Ashe
Yasuo,48,37,85,56.4705882352941,MIDDLE,Ashe
Yone,41,21,62,66.1290322580645,MIDDLE,Ashe
Zac,1,0,1,100,MIDDLE,Ashe
Zed,23,16,39,58.974358974359,MIDDLE,Ashe
Zeri,6,6,12,50,MIDDLE,Ashe
Ziggs,2,3,5,40,MIDDLE,Ashe
Zilean,2,1,3,66.6666666666667,MIDDLE,Ashe
Zoe,6,11,17,35.2941176470588,MIDDLE,Ashe
Zyra,0,1,1,0,MIDDLE,Ashe
Aatrox,4,6,10,40,BOTTOM,Ashe
Ahri,19,16,35,54.2857142857143,BOTTOM,Ashe
Akali,6,6,12,50,BOTTOM,Ashe
Akshan,53,82,135,39.2592592592593,BOTTOM,Ashe
Alistar,3,8,11,27.2727272727273,BOTTOM,Ashe
Amumu,1,0,1,100,BOTTOM,Ashe
Anivia,6,8,14,42.8571428571429,BOTTOM,Ashe
Annie,4,6,10,40,BOTTOM,Ashe
Aphelios,416,525,941,44.2082890541977,BOTTOM,Ashe
AurelionSol,4,7,11,36.3636363636364,BOTTOM,Ashe
Azir,5,6,11,45.4545454545455,BOTTOM,Ashe
Bard,3,7,10,30,BOTTOM,Ashe
Belveth,1,3,4,25,BOTTOM,Ashe
Blitzcrank,2,2,4,50,BOTTOM,Ashe
Brand,54,48,102,52.9411764705882,BOTTOM,Ashe
Braum,0,2,2,0,BOTTOM,Ashe
Caitlyn,1791,2005,3796,47.1812434141201,BOTTOM,Ashe
Camille,2,1,3,66.6666666666667,BOTTOM,Ashe
Cassiopeia,21,20,41,51.219512195122,BOTTOM,Ashe
Chogath,6,10,16,37.5,BOTTOM,Ashe
Corki,15,17,32,46.875,BOTTOM,Ashe
Darius,8,12,20,40,BOTTOM,Ashe
Diana,1,3,4,25,BOTTOM,Ashe
Draven,907,983,1890,47.989417989418,BOTTOM,Ashe
DrMundo,10,9,19,52.6315789473684,BOTTOM,Ashe
Ekko,5,5,10,50,BOTTOM,Ashe
Elise,2,1,3,66.6666666666667,BOTTOM,Ashe
Evelynn,2,0,2,100,BOTTOM,Ashe
Ezreal,1910,1978,3888,49.1255144032922,BOTTOM,Ashe
Fiddlesticks,2,1,3,66.6666666666667,BOTTOM,Ashe
Fiora,1,0,1,100,BOTTOM,Ashe
Fizz,4,6,10,40,BOTTOM,Ashe
Galio,3,3,6,50,BOTTOM,Ashe
Gangplank,7,16,23,30.4347826086957,BOTTOM,Ashe
Garen,9,9,18,50,BOTTOM,Ashe
Gnar,5,5,10,50,BOTTOM,Ashe
Gragas,2,5,7,28.5714285714286,BOTTOM,Ashe
Graves,10,9,19,52.6315789473684,BOTTOM,Ashe
Gwen,2,4,6,33.3333333333333,BOTTOM,Ashe
Hecarim,0,1,1,0,BOTTOM,Ashe
Heimerdinger,29,25,54,53.7037037037037,BOTTOM,Ashe
Illaoi,3,1,4,75,BOTTOM,Ashe
Irelia,16,12,28,57.1428571428571,BOTTOM,Ashe
Ivern,0,5,5,0,BOTTOM,Ashe
Janna,1,6,7,14.2857142857143,BOTTOM,Ashe
JarvanIV,1,3,4,25,BOTTOM,Ashe
Jax,6,6,12,50,BOTTOM,Ashe
Jayce,3,6,9,33.3333333333333,BOTTOM,Ashe
Jhin,2520,2398,4918,51.2403416022774,BOTTOM,Ashe
Jinx,1637,1669,3306,49.5160314579552,BOTTOM,Ashe
Kaisa,1588,1898,3486,45.5536431440046,BOTTOM,Ashe
Kalista,221,328,549,40.2550091074681,BOTTOM,Ashe
Karma,10,10,20,50,BOTTOM,Ashe
Karthus,78,55,133,58.6466165413534,BOTTOM,Ashe
Kassadin,2,0,2,100,BOTTOM,Ashe
Katarina,27,21,48,56.25,BOTTOM,Ashe
Kayle,10,7,17,58.8235294117647,BOTTOM,Ashe
Kayn,2,3,5,40,BOTTOM,Ashe
Kennen,2,4,6,33.3333333333333,BOTTOM,Ashe
Khazix,1,1,2,50,BOTTOM,Ashe
Kindred,21,14,35,60,BOTTOM,Ashe
Kled,1,2,3,33.3333333333333,BOTTOM,Ashe
KogMaw,329,314,643,51.1664074650078,BOTTOM,Ashe
Leblanc,6,6,12,50,BOTTOM,Ashe
LeeSin,10,4,14,71.4285714285714,BOTTOM,Ashe
Leona,1,4,5,20,BOTTOM,Ashe
Lillia,0,2,2,0,BOTTOM,Ashe
Lissandra,3,3,6,50,BOTTOM,Ashe
Lucian,1334,1440,2774,48.0894015861572,BOTTOM,Ashe
Lulu,6,7,13,46.1538461538462,BOTTOM,Ashe
Lux,50,52,102,49.0196078431373,BOTTOM,Ashe
Malphite,4,10,14,28.5714285714286,BOTTOM,Ashe
Malzahar,15,13,28,53.5714285714286,BOTTOM,Ashe
Maokai,2,2,4,50,BOTTOM,Ashe
MasterYi,5,9,14,35.7142857142857,BOTTOM,Ashe
MissFortune,1711,1592,3303,51.8013926733273,BOTTOM,Ashe
MonkeyKing,2,6,8,25,BOTTOM,Ashe
Mordekaiser,5,9,14,35.7142857142857,BOTTOM,Ashe
Morgana,12,16,28,42.8571428571429,BOTTOM,Ashe
Nami,3,1,4,75,BOTTOM,Ashe
Nasus,7,6,13,53.8461538461538,BOTTOM,Ashe
Nautilus,3,5,8,37.5,BOTTOM,Ashe
Neeko,23,14,37,62.1621621621622,BOTTOM,Ashe
Nidalee,2,5,7,28.5714285714286,BOTTOM,Ashe
Nilah,234,190,424,55.188679245283,BOTTOM,Ashe
Nocturne,1,0,1,100,BOTTOM,Ashe
Nunu,2,4,6,33.3333333333333,BOTTOM,Ashe
Olaf,2,5,7,28.5714285714286,BOTTOM,Ashe
Orianna,3,6,9,33.3333333333333,BOTTOM,Ashe
Ornn,1,2,3,33.3333333333333,BOTTOM,Ashe
Pantheon,12,20,32,37.5,BOTTOM,Ashe
Poppy,0,1,1,0,BOTTOM,Ashe
Pyke,19,33,52,36.5384615384615,BOTTOM,Ashe
Qiyana,3,6,9,33.3333333333333,BOTTOM,Ashe
Quinn,12,22,34,35.2941176470588,BOTTOM,Ashe
Rakan,2,0,2,100,BOTTOM,Ashe
Rammus,1,0,1,100,BOTTOM,Ashe
RekSai,0,1,1,0,BOTTOM,Ashe
Rell,3,1,4,75,BOTTOM,Ashe
Renata,2,6,8,25,BOTTOM,Ashe
Renekton,4,4,8,50,BOTTOM,Ashe
Rengar,14,45,59,23.728813559322,BOTTOM,Ashe
Riven,1,4,5,20,BOTTOM,Ashe
Rumble,3,4,7,42.8571428571429,BOTTOM,Ashe
Ryze,3,8,11,27.2727272727273,BOTTOM,Ashe
Samira,1431,1343,2774,51.5861571737563,BOTTOM,Ashe
Sejuani,0,1,1,0,BOTTOM,Ashe
Senna,124,119,243,51.0288065843621,BOTTOM,Ashe
Seraphine,117,96,213,54.9295774647887,BOTTOM,Ashe
Sett,10,6,16,62.5,BOTTOM,Ashe
Shaco,1,1,2,50,BOTTOM,Ashe
Shen,1,0,1,100,BOTTOM,Ashe
Shyvana,2,2,4,50,BOTTOM,Ashe
Singed,11,3,14,78.5714285714286,BOTTOM,Ashe
Sion,15,18,33,45.4545454545455,BOTTOM,Ashe
Sivir,777,676,1453,53.4755677907777,BOTTOM,Ashe
Sona,3,1,4,75,BOTTOM,Ashe
Soraka,6,12,18,33.3333333333333,BOTTOM,Ashe
Swain,71,74,145,48.9655172413793,BOTTOM,Ashe
Sylas,7,11,18,38.8888888888889,BOTTOM,Ashe
Syndra,24,31,55,43.6363636363636,BOTTOM,Ashe
TahmKench,38,38,76,50,BOTTOM,Ashe
Taliyah,9,12,21,42.8571428571429,BOTTOM,Ashe
Talon,3,5,8,37.5,BOTTOM,Ashe
Taric,5,3,8,62.5,BOTTOM,Ashe
Teemo,32,32,64,50,BOTTOM,Ashe
Thresh,6,16,22,27.2727272727273,BOTTOM,Ashe
Tristana,1004,979,1983,50.6303580433686,BOTTOM,Ashe
Trundle,3,3,6,50,BOTTOM,Ashe
Tryndamere,4,5,9,44.4444444444444,BOTTOM,Ashe
TwistedFate,15,21,36,41.6666666666667,BOTTOM,Ashe
Twitch,1161,1118,2279,50.9433962264151,BOTTOM,Ashe
Udyr,4,1,5,80,BOTTOM,Ashe
Urgot,8,10,18,44.4444444444444,BOTTOM,Ashe
Varus,411,388,799,51.4392991239049,BOTTOM,Ashe
Vayne,1593,1501,3094,51.4867485455721,BOTTOM,Ashe
Veigar,162,179,341,47.5073313782991,BOTTOM,Ashe
Velkoz,18,19,37,48.6486486486487,BOTTOM,Ashe
Vex,10,7,17,58.8235294117647,BOTTOM,Ashe
Vi,2,1,3,66.6666666666667,BOTTOM,Ashe
Viego,3,1,4,75,BOTTOM,Ashe
Viktor,6,14,20,30,BOTTOM,Ashe
Vladimir,9,16,25,36,BOTTOM,Ashe
Volibear,2,4,6,33.3333333333333,BOTTOM,Ashe
Warwick,2,5,7,28.5714285714286,BOTTOM,Ashe
Xayah,672,688,1360,49.4117647058824,BOTTOM,Ashe
Xerath,17,34,51,33.3333333333333,BOTTOM,Ashe
XinZhao,2,3,5,40,BOTTOM,Ashe
Yasuo,320,310,630,50.7936507936508,BOTTOM,Ashe
Yone,37,29,66,56.0606060606061,BOTTOM,Ashe
Yorick,2,4,6,33.3333333333333,BOTTOM,Ashe
Yuumi,3,4,7,42.8571428571429,BOTTOM,Ashe
Zac,2,1,3,66.6666666666667,BOTTOM,Ashe
Zed,7,18,25,28,BOTTOM,Ashe
Zeri,876,972,1848,47.4025974025974,BOTTOM,Ashe
Ziggs,136,125,261,52.1072796934866,BOTTOM,Ashe
Zilean,6,2,8,75,BOTTOM,Ashe
Zoe,6,8,14,42.8571428571429,BOTTOM,Ashe
Zyra,6,7,13,46.1538461538462,BOTTOM,Ashe
Aatrox,4,5,9,44.4444444444444,UTILITY,Ashe
Ahri,28,21,49,57.1428571428571,UTILITY,Ashe
Akali,0,3,3,0,UTILITY,Ashe
Akshan,2,4,6,33.3333333333333,UTILITY,Ashe
Alistar,201,228,429,46.8531468531469,UTILITY,Ashe
Amumu,115,106,221,52.0361990950226,UTILITY,Ashe
Anivia,23,39,62,37.0967741935484,UTILITY,Ashe
Annie,10,10,20,50,UTILITY,Ashe
Aphelios,1,1,2,50,UTILITY,Ashe
AurelionSol,6,8,14,42.8571428571429,UTILITY,Ashe
Azir,5,6,11,45.4545454545455,UTILITY,Ashe
